line,line_dist_km,bathy_m
90,320.11,3825.3
90,322.07,3831.8
90,324.03,3825
90,325.99,3834.1
90,327.99,3783.9
90,329.99,3518.5
90,331.98,3223.4
90,333.98,3409.6
90,335.98,3684.6
90,337.98,3715.9
90,339.98,3739.5
90,341.98,3730.2
90,343.98,3986.6
90,345.97,3954.7
90,347.97,3951.9
90,349.97,3879.2
90,351.97,3836.8
90,353.97,3797
90,355.97,3679.8
90,357.97,3738.8
90,359.96,4023.7
90,361.96,4062.7
90,363.96,4038.2
90,365.96,4310.2
90,367.96,4649.1
90,369.96,4637.4
90,371.95,4651.4
90,373.95,4634.7
90,375.95,4618.1
90,377.95,4455.8
90,379.95,4211.3
90,381.95,4156.9
90,383.95,4068
90,385.94,3996.2
90,387.94,3897.7
90,389.94,3856.2
90,391.94,3804.5
90,393.94,3789.5
90,395.94,3708.8
90,397.94,3667.5
90,399.93,3688.7
90,401.93,3698
90,403.93,3753
90,405.93,3806.4
90,407.93,3821.4
90,409.93,3833.3
90,411.92,3929
90,413.92,3975.2
90,415.92,3897.9
90,417.92,3832.4
90,419.92,3789.1
90,421.92,3861
90,423.92,3887
90,425.91,3921.6
90,427.91,4139.5
90,429.91,4182.5
90,431.91,4176.4
90,433.91,4204
90,435.91,4203.8
90,437.9,3916.6
90,439.9,3920.7
90,441.9,3579.3
90,443.9,3363.5
90,445.9,3521.1
90,447.9,4051.1
90,449.9,4104
90,451.89,4063.5
90,453.89,4089.1
90,455.89,4098.5
90,457.89,4220.7
90,459.89,4242.5
90,461.89,4141.7
90,463.88,4128.3
90,465.88,4123.7
90,467.88,4132.2
90,469.88,3936.9
90,471.88,3951.3
90,473.88,3896.1
90,475.88,3852
90,477.87,3963.1
90,479.87,3991.8
90,481.87,4057.6
90,483.87,4128.7
90,485.87,4116.6
90,487.87,4154.5
90,489.86,4159.6
90,491.86,4034
90,493.86,4030
90,495.86,4058.9
90,497.86,4003.3
90,499.86,4168.2
90,501.85,4244.8
90,503.85,4136.8
90,505.85,4164
90,507.85,4166.7
90,509.85,4124.6
90,511.85,4101.3
90,513.85,4166.8
90,515.84,4333.1
90,517.84,4042.1
90,519.84,4073.4
90,521.84,4204.8
90,523.84,4204.1
90,525.84,4138
90,527.83,4158.6
90,529.83,4218.1
90,531.83,4243.9
90,533.83,4271.5
90,535.83,4299.1
90,537.83,4200.8
90,539.82,4089.7
90,541.82,4093
90,543.82,4106.1
90,545.82,4070.1
90,547.82,4011.4
90,549.82,3977.1
90,551.81,4141.3
90,553.81,4118.7
90,555.81,3991.2
90,557.81,3814.7
90,559.81,3861.5
90,561.81,3893.9
90,563.8,3918.9
90,565.8,4034.8
90,567.8,4047.4
90,569.8,3951.6
90,571.8,3880.3
90,573.8,4077.3
90,575.79,4317.7
90,577.79,4272.4
90,579.79,4150.3
90,581.79,4018.6
90,583.79,3676.9
90,585.79,3736.9
90,587.79,3715.2
90,589.78,3741.8
90,591.78,3932.5
90,593.78,4205.4
90,595.78,4222.9
90,597.78,4208.7
90,599.78,4173.8
90,601.77,4128.3
90,603.77,4146.1
90,605.77,3939.4
90,607.77,3895.5
90,609.77,3881.8
90,611.77,3954.7
90,613.76,3970
90,615.76,4000.3
90,617.76,4002.2
90,619.76,4011.2
90,621.76,4024.5
90,623.72,3997
90,625.69,3922.5
90,627.66,3919
90,629.63,3953.4
90,631.59,4058.7
90,633.56,4074.6
90,635.53,4120.6
90,637.49,3823.7
90,639.46,3864.4
90,641.43,4136.9
90,643.39,4123.8
90,645.36,4056.5
90,647.33,4000.2
90,649.3,4019.7
90,651.26,4129.9
90,653.23,4150.7
90,655.2,4154.3
90,657.16,4151.1
90,659.13,4068.3
90,661.1,4123.4
90,663.07,4142.3
90,665.03,4128.9
90,667,4154.1
90,668.97,4167.5
90,670.93,4168.7
90,672.9,4140
90,674.87,4268.4
90,676.83,4257.1
90,678.8,4250.4
90,680.77,4195.5
90,682.74,4181.9
90,684.7,4198.3
90,686.67,4193.7
90,688.64,4197.8
90,690.6,4217.1
90,692.57,4202.7
90,694.54,4142.7
90,696.5,4052
90,698.47,4148.3
90,700.44,4201.1
90,702.41,4206.7
90,704.37,4179.4
90,706.34,4152.3
90,708.31,4171.4
90,710.27,4184.7
90,712.24,4125
90,714.21,4149.9
90,716.18,4124.8
90,718.14,4206.5
90,720.11,4235.1
90,722.08,4243
90,724.04,4223.2
90,726.01,4214.8
90,727.98,4224.7
90,729.94,4249.8
90,731.91,4240.6
90,733.88,4223.4
90,735.86,4258.7
90,737.85,4289.6
90,739.84,4255.5
90,741.82,4236.1
90,743.81,4211.8
90,745.79,4200.9
90,747.78,4244.2
90,749.76,4271.5
90,751.75,4199.2
90,753.74,4218.4
90,755.72,4217.3
90,757.71,4221.2
90,759.69,4234.1
90,761.68,4259.5
90,763.67,4195.6
90,765.65,4248.9
90,767.64,4212.2
90,769.62,4118.1
90,771.61,3994.8
90,773.59,4167.7
90,775.58,4249.5
90,777.57,4234.1
90,779.55,4260.8
90,781.55,4249.4
90,783.54,4274.5
90,785.54,4199.8
90,787.54,4187.1
90,789.53,4201.7
90,791.53,4209.6
90,793.53,4266.7
90,795.52,4255.6
90,797.52,4306.7
90,799.52,4340.3
90,801.51,4244.2
90,803.51,4269.5
90,805.5,4218.8
90,807.5,4115.6
90,809.5,4242.2
90,811.49,4274.2
90,813.49,4292.6
90,815.49,4379.9
90,817.48,4454.9
90,819.48,4517.4
90,821.48,4515.8
90,823.47,4513.6
90,825.47,4430.1
90,827.47,4352.7
90,829.46,4206.3
90,831.46,3915.1
90,833.46,3570.4
90,835.45,2931.8
90,837.45,3049.5
90,839.44,3143.2
90,841.44,3236.6
90,843.44,3415.1
90,845.43,3866.4
90,847.43,4085.5
90,849.43,4288.8
90,851.42,4392.2
90,853.42,4423.9
90,855.42,4468
90,857.41,4486.4
90,859.41,4479.4
90,861.41,4454.8
90,863.4,4436.4
90,865.4,4181.9
90,867.4,4118.8
90,869.39,3898.8
90,871.39,3684.2
90,873.38,3930.9
90,875.38,4202.6
90,877.38,4449.5
90,879.37,4466.3
90,881.37,4485.9
90,883.37,4465.9
90,885.36,4483.4
90,887.36,4463.2
90,889.36,4434.1
90,891.35,4522.1
90,893.35,4416.9
90,895.35,4316.9
90,897.34,4448.9
90,899.34,4449.6
90,901.34,4347.9
90,903.33,4375.8
90,905.33,4329.4
90,907.32,4448.4
90,909.32,4392.6
90,911.32,4249.4
90,913.31,4368.6
90,915.31,4417.3
90,917.31,4450.3
90,919.3,4387.9
90,921.3,4378.5
90,923.3,4353.8
90,925.29,4367.6
90,927.29,4387.4
90,929.29,4383.4
90,931.29,4357.5
90,933.28,4377
90,935.28,4364.8
90,937.28,4334.3
90,939.28,4275.3
90,941.28,4280.7
90,943.28,4349.7
90,945.27,4351
90,947.27,4333.4
90,949.27,4362.1
90,951.27,4378.1
90,953.27,4426
90,955.27,4435.1
90,957.26,4410.4
90,959.26,4416.3
90,961.26,4374.2
90,963.26,4397.5
90,965.26,4389.3
90,967.26,4366
90,969.25,4386.7
90,971.25,4377.7
90,973.25,4424.7
90,975.25,4396.3
90,977.25,4360.9
90,979.25,4374.1
90,981.24,4448.1
90,983.24,4391.9
90,985.24,4340.6
90,987.24,4463.6
90,989.24,4496.5
90,991.24,4510.6
90,993.23,4428.4
90,995.23,4185.2
90,997.23,4255.8
90,999.23,4328.3
90,1001.23,4372.7
90,1003.23,4428
90,1005.22,4467.4
90,1007.22,4488.9
90,1009.22,4533.6
90,1011.22,4530.4
90,1013.22,4380.5
90,1015.22,4476.2
90,1017.21,4465.3
90,1019.21,4455.4
90,1021.21,4456.3
90,1023.21,4463.3
90,1025.21,4314.8
93.3,0,316.7
93.3,1.88,394.9
93.3,3.76,437.2
93.3,5.64,503.9
93.3,7.52,612.1
93.3,9.4,664.3
93.3,11.28,684.6
93.3,13.16,721.9
93.3,15.04,702.5
93.3,16.92,698.1
93.3,18.8,722.5
93.3,20.68,739.4
93.3,22.56,762.1
93.3,24.44,784.5
93.3,26.32,797.6
93.3,28.2,859.4
93.3,30.14,895.5
93.3,32.08,917.9
93.3,34.02,968.3
93.3,35.95,992.6
93.3,37.89,1012.1
93.3,39.83,1022.5
93.3,41.77,1027.2
93.3,43.71,1043.7
93.3,45.65,1071.8
93.3,47.59,1098.8
93.3,49.53,919.5
93.3,51.47,381.2
93.3,53.41,324.1
93.3,55.34,267.9
93.3,57.28,393.2
93.3,59.22,504.7
93.3,61.16,551.9
93.3,63.1,652.2
93.3,65.04,621.8
93.3,66.99,523.4
93.3,68.93,385.1
93.3,70.88,344
93.3,72.82,237.9
93.3,74.77,369.7
93.3,76.72,776.1
93.3,78.66,733.7
93.3,80.61,669.8
93.3,82.55,1080.6
93.3,84.5,1142.6
93.3,86.45,1735.1
93.3,88.39,1836.1
93.3,90.34,1842
93.3,92.28,1871.5
93.3,94.23,1890.9
93.3,96.18,1903.4
93.3,98.12,1865
93.3,100.07,1783.2
93.3,102.02,1672.9
93.3,103.96,1534.8
93.3,105.91,1435.5
93.3,107.85,1372.9
93.3,109.8,1385
93.3,111.74,1422.6
93.3,113.69,1302
93.3,115.64,1175.4
93.3,117.58,1159
93.3,119.53,1151.1
93.3,121.47,1119.5
93.3,123.42,1084.2
93.3,125.37,942.2
93.3,127.31,721.6
93.3,129.26,465.1
93.3,131.2,344.9
93.3,133.15,494.8
93.3,135.1,634.9
93.3,137.04,1071.6
93.3,138.99,1409.6
93.3,140.93,1581.9
93.3,142.88,1684.6
93.3,144.83,1687.9
93.3,146.77,1670.9
93.3,148.72,1665.9
93.3,150.66,1677
93.3,152.61,1672.1
93.3,154.56,1659.4
93.3,156.5,1631.1
93.3,158.45,1570.6
93.3,160.39,1512.4
93.3,162.34,1465.2
93.3,164.29,1447.6
93.3,166.23,1459.8
93.3,168.18,1414.5
93.3,170.12,1289.9
93.3,172.07,1354.7
93.3,174.02,1408.3
93.3,175.96,1472.7
93.3,177.91,1493.9
93.3,179.85,1493.6
93.3,181.8,1504.8
93.3,183.75,1513.8
93.3,185.69,1534.1
93.3,187.64,1565.9
93.3,189.58,1583.9
93.3,191.53,1594.1
93.3,193.48,1580.3
93.3,195.42,1524.6
93.3,197.37,1407.5
93.3,199.31,910.2
93.3,201.26,819
93.3,203.21,982.8
93.3,205.15,1299
93.3,207.1,1359.3
93.3,209.04,1338.7
93.3,210.99,1535.8
93.3,212.94,1598.6
93.3,214.86,1620.7
93.3,216.79,1722.1
93.3,218.71,1759
93.3,220.64,1763.8
93.3,222.56,1844.8
93.3,224.49,1596.1
93.3,226.42,1298
93.3,228.34,1260.3
93.3,230.27,1449.6
93.3,232.19,1350.3
93.3,234.12,1674.8
93.3,236.05,1980.5
93.3,237.97,2227.1
93.3,239.9,2444.9
93.3,241.82,2624.9
93.3,243.75,2622
93.3,245.68,2545.9
93.3,247.6,2316.8
93.3,249.53,1921
93.3,251.45,2516.8
93.3,253.38,3126
93.3,255.31,3216.9
93.3,257.23,3390.1
93.3,259.16,3485.6
93.3,261.12,3485.3
93.3,263.08,3511.3
93.3,265.04,3531.7
93.3,267,3541.5
93.3,268.96,3538.6
93.3,270.92,3615.3
93.3,272.88,3681.4
93.3,274.85,3712.7
93.3,276.81,3731.2
93.3,278.77,3749.9
93.3,280.73,3752.1
93.3,282.69,3776.9
93.3,284.65,3772.3
93.3,286.61,3767
93.3,288.57,3780.8
93.3,290.53,3712.5
93.3,292.49,3674.2
93.3,294.45,3716.9
93.3,296.42,3733.2
93.3,298.38,3735.7
93.3,300.34,3731.8
93.3,302.3,3729.1
93.3,304.26,3742.1
93.3,306.22,3847.8
93.3,308.18,3966.6
93.3,310.14,3986.6
93.3,312.1,3976.7
93.3,314.06,3965.6
93.3,316.02,3952.8
93.3,317.99,3944.1
93.3,319.95,3942
93.3,321.91,3937.9
93.3,323.87,3937.8
93.3,325.87,3942.1
93.3,327.86,3944.5
93.3,329.86,3906.5
93.3,331.86,3885.9
93.3,333.86,3861.9
93.3,335.86,3879.3
93.3,337.86,3901.3
93.3,339.86,3912.9
93.3,341.85,3850.6
93.3,343.85,3865.9
93.3,345.85,3849.1
93.3,347.85,3844.9
93.3,349.85,3816.7
93.3,351.85,3850.9
93.3,353.84,3874
93.3,355.84,3892.5
93.3,357.84,3857.1
93.3,359.84,3871.6
93.3,361.84,3890
93.3,363.84,3899.4
93.3,365.83,3885.9
93.3,367.83,3789.8
93.3,369.83,3817.3
93.3,371.83,3854
93.3,373.83,3874.7
93.3,375.83,3950
93.3,377.82,3906.8
93.3,379.82,4047.3
93.3,381.82,3904.1
93.3,383.82,3904.9
93.3,385.82,3910.3
93.3,387.82,3882.8
93.3,389.82,3954.5
93.3,391.81,3926.8
93.3,393.81,3940.2
93.3,395.81,3887.2
93.3,397.81,3835.8
93.3,399.81,3858.1
93.3,401.81,3876.8
93.3,403.8,3941.3
93.3,405.8,3996
93.3,407.8,4023.4
93.3,409.8,4089.9
93.3,411.8,4145.8
93.3,413.8,4100.4
93.3,415.79,4007.1
93.3,417.79,3987.8
93.3,419.79,3946.3
93.3,421.79,3945.2
93.3,423.79,3983.8
93.3,425.79,4037.1
93.3,427.78,4007.9
93.3,429.78,3967
93.3,431.78,3912.6
93.3,433.78,3835.8
93.3,435.78,3836.3
93.3,437.78,3860.6
93.3,439.77,3922.6
93.3,441.77,3902.6
93.3,443.77,3853.7
93.3,445.77,3882.3
93.3,447.77,3883.3
93.3,449.77,3918.8
93.3,451.77,3939.8
93.3,453.76,3968.3
93.3,455.76,4032.1
93.3,457.76,4085.9
93.3,459.76,4118.2
93.3,461.76,4169
93.3,463.76,4120.1
93.3,465.75,4029.7
93.3,467.75,4060.4
93.3,469.75,4117.9
93.3,471.75,4098.1
93.3,473.75,4106.2
93.3,475.75,4089.3
93.3,477.74,4249.9
93.3,479.74,4253.5
93.3,481.74,4172.5
93.3,483.74,4248.1
93.3,485.74,4257
93.3,487.74,4238.4
93.3,489.73,4268.5
93.3,491.73,4275.5
93.3,493.73,4274.5
93.3,495.73,4246.3
93.3,497.73,4236.5
93.3,499.73,4230.6
93.3,501.72,4226.3
93.3,503.72,4195.7
93.3,505.72,4174.6
93.3,507.72,4174.3
93.3,509.72,4068.8
93.3,511.71,3712.2
93.3,513.71,4106.1
93.3,515.71,4043.2
93.3,517.71,4068.8
93.3,519.71,4170.5
93.3,521.71,4198.9
93.3,523.7,4094.3
93.3,525.7,4131.2
93.3,527.7,4125.4
93.3,529.7,4061.1
93.3,531.7,4081.5
93.3,533.7,4142
93.3,535.69,4150.6
93.3,537.69,4183.5
93.3,539.69,4177.3
93.3,541.69,4170.4
93.3,543.69,4131.4
93.3,545.69,4187.1
93.3,547.68,4092.9
93.3,549.68,3921
93.3,551.68,4097.6
93.3,553.68,4126.5
93.3,555.68,4173.7
93.3,557.68,4151
93.3,559.67,4054.5
93.3,561.67,4156.1
93.3,563.67,4200.7
93.3,565.67,4125.5
93.3,567.67,4048.9
93.3,569.67,3950.4
93.3,571.66,3836.5
93.3,573.66,3999.4
93.3,575.66,4045.3
93.3,577.66,4089.8
93.3,579.66,4078.8
93.3,581.65,4091.7
93.3,583.65,4106.9
93.3,585.65,4067.4
93.3,587.65,4069.1
93.3,589.65,4111.4
93.3,591.65,4122.7
93.3,593.64,4116.5
93.3,595.64,4131.1
93.3,597.64,4151.5
93.3,599.64,4151.7
93.3,601.64,4146
93.3,603.64,4178.9
93.3,605.63,4196.5
93.3,607.63,4246.3
93.3,609.63,4226.5
93.3,611.63,4301.6
93.3,613.63,4301.1
93.3,615.63,4297
93.3,617.62,4203.7
93.3,619.62,3721.3
93.3,621.62,3411.1
93.3,623.62,3279.5
93.3,625.62,3778.9
93.3,627.61,4052
93.3,629.61,4237.3
93.3,631.61,4456.6
93.3,633.61,4486.1
93.3,635.61,4261.4
93.3,637.61,4244
93.3,639.6,4195.5
93.3,641.6,4346.4
93.3,643.6,4258.3
93.3,645.6,4328.3
93.3,647.6,4326.7
93.3,649.6,4324.5
93.3,651.59,4227.3
93.3,653.59,4183.8
93.3,655.59,4084.5
93.3,657.59,4090
93.3,659.59,4096.1
93.3,661.58,4017.1
93.3,663.58,4156.1
93.3,665.58,4208.1
93.3,667.58,4102.2
93.3,669.58,4205.4
93.3,671.58,4228.8
93.3,673.57,4380.8
93.3,675.57,4406
93.3,677.57,4396.6
93.3,679.57,4340.9
93.3,681.57,4414.9
93.3,683.56,4415.8
93.3,685.56,4372.9
93.3,687.56,4250.3
93.3,689.56,4226.7
93.3,691.56,4231.6
93.3,693.56,4098.8
100,0,216.8
100,1.99,150
100,3.98,369.9
100,5.97,524.8
100,7.96,585.7
100,9.95,705.2
100,11.94,811.2
100,13.93,894.1
100,15.92,960.2
100,17.92,1057.9
100,19.91,1089.4
100,21.9,1110.2
100,23.89,1125.1
100,25.88,1151.6
100,27.87,1181.6
100,29.86,1197.9
100,31.85,1222.1
100,33.84,1250.6
100,35.83,1287.2
100,37.82,1298.1
100,39.81,1323.9
100,41.8,953.8
100,43.79,963.5
100,45.78,1028.6
100,47.77,975.9
100,49.77,702.8
100,51.76,760.6
100,53.75,943.9
100,55.74,1160.6
100,57.73,1211.3
100,59.72,1222.4
100,61.71,1263.8
100,63.7,1375.8
100,65.69,1380.6
100,67.68,1441.7
100,69.67,1496.9
100,71.66,1524.5
100,73.65,1536.4
100,75.64,1576.4
100,77.63,1659.3
100,79.62,1747
100,81.61,1826
100,83.61,1876.4
100,85.6,1896.8
100,87.59,1905.1
100,89.59,1920.7
100,91.59,1907
100,93.59,1933.3
100,95.58,1984.8
100,97.58,2000.7
100,99.58,2034.9
100,101.58,2056.7
100,103.57,2051.9
100,105.57,2029.8
100,107.57,1967.2
100,109.57,1906.4
100,111.56,1885
100,113.56,1902.1
100,115.56,1961
100,117.56,1908.6
100,119.56,1835.3
100,121.55,1737.5
100,123.55,1660.6
100,125.55,1581.9
100,127.55,1460.9
100,129.54,1283.1
100,131.54,1432.7
100,133.54,1503.4
100,135.54,1513.9
100,137.53,1473.9
100,139.53,1571.3
100,141.53,1619.4
100,143.53,1651.7
100,145.52,1656.8
100,147.52,1721.1
100,149.52,1725.8
100,151.52,1737.6
100,153.51,1770.4
100,155.51,1739.9
100,157.51,1682.9
100,159.51,1769.1
100,161.51,1774.4
100,163.5,1836.5
100,165.5,1872.5
100,167.5,1875.3
100,169.5,1738.6
100,171.49,1686.7
100,173.49,1703
100,175.49,1906.6
100,177.49,1964.3
100,179.48,1917.5
100,181.48,1940
100,183.48,1891.9
100,185.48,1940.6
100,187.47,1931.3
100,189.47,1991.8
100,191.47,2089.8
100,193.47,2206
100,195.46,2282.8
100,197.46,2422.9
100,199.46,2517.8
100,201.46,2608
100,203.45,2710.5
100,205.45,2792.5
100,207.45,2737.7
100,209.45,2795.1
100,211.45,2932.8
100,213.44,2862.5
100,215.44,2554.6
100,217.44,2763.9
100,219.44,2851.9
100,221.43,2856.5
100,223.43,2885
100,225.43,2824.3
100,227.43,2959.9
100,229.42,2945.1
100,231.42,3055.3
100,233.42,2846.6
100,235.42,2940.5
100,237.42,2963.9
100,239.41,2761.6
100,241.41,2859.3
100,243.41,2781.1
100,245.41,2866.9
100,247.41,2992.6
100,249.41,3005.7
100,251.41,2996.9
100,253.4,3037.3
100,255.4,3126
100,257.4,3211.4
100,259.4,3318.6
100,261.4,3126.5
100,263.4,3198
100,265.39,3332.5
100,267.39,3397.5
100,269.39,3371.7
100,271.39,3274.8
100,273.39,3329
100,275.39,3471.9
100,277.39,3519.8
100,279.38,3591
100,281.38,3646.5
100,283.38,3672.1
100,285.38,3666.8
100,287.38,3666.8
100,289.38,3673.1
100,291.37,3688.1
100,293.37,3694.7
100,295.37,3722.8
100,297.37,3779.5
100,299.37,3826.3
100,301.37,3845.9
100,303.37,3854.8
100,305.36,3851.8
100,307.36,3860.8
100,309.36,3882.6
100,311.36,3937.5
100,313.36,3963.4
100,315.36,3964.4
100,317.35,3991.8
100,319.35,3980.1
100,321.35,3839
100,323.35,3643.5
100,325.35,3590.8
100,327.35,3431.5
100,329.35,3153.9
100,331.34,2957
100,333.34,2711
100,335.34,2641.2
100,337.34,2692.2
100,339.34,2706
100,341.34,2909.8
100,343.34,3231.1
100,345.33,3252.4
100,347.33,3370.5
100,349.33,3725.6
100,351.33,3809.5
100,353.33,3815.7
100,355.33,3847.2
100,357.32,3855.9
100,359.32,3869.6
100,361.32,3942.2
100,363.32,3975.6
100,365.32,3945.5
100,367.32,4017.5
100,369.32,3937.9
100,371.31,3949.2
100,373.31,3999.8
100,375.31,3618.1
100,377.31,3539.9
100,379.31,3793.2
100,381.31,3864.2
100,383.3,3965.4
100,385.3,3837.1
100,387.3,3824.1
100,389.3,3873.5
100,391.3,4005.5
100,393.3,4087.5
100,395.29,4083.6
100,397.29,4010.4
100,399.29,3887.2
100,401.29,3864.5
100,403.29,3912.7
100,405.29,3941.1
100,407.28,3954.4
100,409.28,3951.8
100,411.28,3958.2
100,413.28,3991.5
100,415.28,4022.4
100,417.28,4039.8
100,419.28,4057.5
100,421.27,4069.4
100,423.27,4069.4
100,425.27,4050.7
100,427.27,4053.4
100,429.27,4007
100,431.27,3977.7
100,433.26,4025.7
100,435.26,4090
100,437.26,4070.2
100,439.26,4006.9
100,441.26,3965.5
100,443.26,3920.1
100,445.25,3873.6
100,447.25,3838.6
100,449.25,4026
100,451.25,4001.2
100,453.25,3924.2
100,455.25,3947.7
100,457.24,3929.2
100,459.24,3912.8
100,461.24,3925.7
100,463.24,3939.7
100,465.24,3912.1
100,467.24,3875.6
100,469.23,3879.8
100,471.23,3920.2
100,473.23,3974.7
100,475.23,4012.7
100,477.23,3973
100,479.23,3918.6
100,481.22,3992.4
100,483.22,4060.3
100,485.22,4092.4
100,487.22,4087.9
100,489.22,4038.3
100,491.22,3973.1
100,493.22,3880.6
100,495.21,3865.5
100,497.21,3853.1
100,499.21,3839.5
100,501.21,3858
100,503.21,3875.6
100,505.21,3894.2
100,507.2,3935.1
100,509.2,3987.6
100,511.2,3940.5
100,513.2,3874.3
100,515.2,3877.7
100,517.2,3939.5
100,519.19,3986.4
100,521.19,3992.4
100,523.19,3969.8
100,525.19,3962.8
100,527.19,3970.2
100,529.19,3985.8
100,531.18,4018
100,533.18,4063.6
100,535.18,4120.7
100,537.18,4189.2
100,539.18,4224.6
110,329.55,3322.8
110,331.53,3317.7
110,333.5,3336.2
110,335.48,3330.9
110,337.45,3316.9
110,339.43,3245.1
110,341.4,3212.4
110,343.38,3050.8
110,345.35,2843.5
110,347.33,2906.4
